uid	lat	lng	datetime	month	year
668453	51.496547	-0.141227	2012-04-10 08:58:48	4	2012
90456	51.493595	-0.146298	2012-04-10 09:08:22	4	2012
176067	51.500855	-0.162616	2012-04-10 09:08:41	4	2012
17973	51.511968	-0.224313	2012-04-10 09:09:16	4	2012
102195	51.51368400000001	-0.099435	2012-04-10 09:11:07	4	2012
857331	51.493969	-0.098732	2012-04-10 09:16:25	4	2012
1459070	51.552231	-0.296237	2012-04-10 09:34:48	4	2012
857331	51.524882	-0.08804	2012-04-10 09:36:47	4	2012
166874	51.462398	-0.16780599999999998	2012-04-10 09:58:50	4	2012
1802852	51.332495	-0.099403	2012-04-10 10:06:03	4	2012
271034	51.493088	-0.226121	2012-04-10 10:07:26	4	2012
267148	51.41576	0.121659	2012-04-10 10:07:27	4	2012
17973	51.580851	-0.469644	2012-04-10 10:09:56	4	2012
1802852	51.375397	-0.092783	2012-04-10 10:13:59	4	2012
157477	51.530737	-0.122528	2012-04-10 10:17:34	4	2012
1459070	51.523007	-0.200322	2012-04-10 10:25:24	4	2012
1802852	51.464743	-0.170299	2012-04-10 10:25:56	4	2012
1802852	51.495359	-0.14456	2012-04-10 10:38:36	4	2012
391289	51.536065	-0.237154	2012-04-10 10:41:30	4	2012
1276864	51.582356	-0.01338	2012-04-10 10:48:29	4	2012
339968	51.518302	-0.13409	2012-04-10 10:49:01	4	2012
1621856	51.519142	-0.102924	2012-04-10 10:54:01	4	2012
1802852	51.518622	-0.188059	2012-04-10 10:55:21	4	2012
1802852	51.500712	-0.192497	2012-04-10 10:55:59	4	2012
1802852	51.509116	-0.196531	2012-04-10 10:58:07	4	2012
815756	51.478368	-0.011424	2012-04-10 11:04:53	4	2012
1802852	51.519811	-0.16792	2012-04-10 11:06:43	4	2012
128081	51.602504	-0.133203	2012-04-10 11:07:09	4	2012
110891	51.523097	-0.14213599999999998	2012-04-10 11:10:35	4	2012
145665	51.507117	-0.126336	2012-04-10 11:11:29	4	2012
112320	51.511624	-0.132512	2012-04-10 11:14:20	4	2012
1802852	51.522656	-0.156834	2012-04-10 11:17:17	4	2012
1276864	51.588125	-0.020754	2012-04-10 11:34:10	4	2012
46316	51.45981	-0.447049	2012-04-10 11:45:41	4	2012
166874	51.462845	-0.167729	2012-04-10 11:51:44	4	2012
1802852	51.579316	-0.336907	2012-04-10 11:53:30	4	2012
166874	51.464743	-0.170299	2012-04-10 11:54:49	4	2012
48917	51.531627	-0.126324	2012-04-10 11:55:26	4	2012
376722	51.517836	-0.081861	2012-04-10 11:57:45	4	2012
376722	51.519666	-0.075424	2012-04-10 12:00:09	4	2012
1802852	51.611008	-0.423805	2012-04-10 12:10:34	4	2012
187543	51.517646	-0.088836	2012-04-10 12:10:56	4	2012
166874	51.447943	-0.409575	2012-04-10 12:15:45	4	2012
7565	51.506839	-0.419079	2012-04-10 12:18:24	4	2012
48489	51.552104	0.282285	2012-04-10 12:25:28	4	2012
163314	51.517836	-0.081861	2012-04-10 12:30:31	4	2012
151360	51.500839	-0.098298	2012-04-10 12:32:11	4	2012
44061	51.402271	-0.194739	2012-04-10 12:33:07	4	2012
112320	51.514518	-0.136521	2012-04-10 12:34:59	4	2012
106087	51.516236	-0.119622	2012-04-10 12:37:47	4	2012
4562	51.521919	-0.11982	2012-04-10 12:41:10	4	2012
54901	51.557705	-0.15046600000000002	2012-04-10 12:42:00	4	2012
107886	51.509784	-0.079222	2012-04-10 12:44:47	4	2012
1113614	51.509813	-0.122275	2012-04-10 12:45:55	4	2012
6579	51.469473	-0.46023	2012-04-10 12:47:28	4	2012
151360	51.50549	-0.091394	2012-04-10 12:49:44	4	2012
217705	51.50722	-0.221529	2012-04-10 12:50:59	4	2012
668453	51.496547	-0.141227	2012-04-10 13:59:29	4	2012
391289	51.512198	-0.123524	2012-04-10 14:38:07	4	2012
112320	51.51128	-0.131428	2012-04-10 14:43:07	4	2012
949038	51.501781	-0.194651	2012-04-10 14:48:05	4	2012
7565	51.50491	-0.419451	2012-04-10 14:50:04	4	2012
161174	51.530773	-0.123382	2012-04-10 16:13:36	4	2012
63763	51.485846	-0.123811	2012-04-10 16:18:23	4	2012
1386078	51.489889	0.069222	2012-04-10 16:20:54	4	2012
1263501	51.520223	-0.07408300000000001	2012-04-10 16:22:20	4	2012
8192	51.520492	-0.08642999999999999	2012-04-10 16:25:41	4	2012
1509041	51.506499	-0.180759	2012-04-10 16:30:21	4	2012
54901	51.557072	-0.118233	2012-04-10 16:45:38	4	2012
1386078	51.50039500000001	0.003616	2012-04-10 16:49:18	4	2012
1263501	51.518878	-0.07825599999999999	2012-04-10 17:02:24	4	2012
539103	51.434554	-0.34028	2012-04-10 17:14:20	4	2012
151360	51.516872	-0.130409	2012-04-10 17:17:49	4	2012
126534	51.530324	-0.07366	2012-04-10 17:19:06	4	2012
157746	51.513156	-0.155547	2012-04-10 17:32:03	4	2012
1190964	51.512198	-0.123524	2012-04-10 17:32:09	4	2012
883	51.513249	-0.130365	2012-04-10 17:34:24	4	2012
151360	51.518491	-0.132136	2012-04-10 17:37:58	4	2012
668453	51.496964	-0.14015	2012-04-10 17:39:29	4	2012
164524	51.583285	-0.14720899999999998	2012-04-10 17:40:58	4	2012
1113692	51.519933	-0.105057	2012-04-10 17:42:20	4	2012
7565	51.504883	-0.419369	2012-04-10 17:43:14	4	2012
7565	51.504535	-0.419905	2012-04-10 17:43:53	4	2012
1386078	51.508823	-0.137544	2012-04-10 17:48:40	4	2012
753460	51.51266500000001	-0.084695	2012-04-10 17:48:49	4	2012
1100738	51.470664	-0.457907	2012-04-10 17:58:30	4	2012
7565	51.479481	-0.408987	2012-04-10 17:58:58	4	2012
394475	51.547065	-0.180346	2012-04-10 18:06:26	4	2012
513331	51.507354	-0.096946	2012-04-10 18:08:26	4	2012
267148	51.446667	0.099565	2012-04-10 18:08:42	4	2012
17973	51.499092	-0.111947	2012-04-10 18:09:49	4	2012
1190964	51.51031	-0.124259	2012-04-10 18:13:12	4	2012
66946	51.536953	-0.061570000000000014	2012-04-10 18:15:59	4	2012
539103	51.488666	-0.123207	2012-04-10 18:16:25	4	2012
17973	51.500773	-0.113249	2012-04-10 18:28:10	4	2012
128081	51.593823	-0.135467	2012-04-10 18:34:40	4	2012
157477	51.471493	-0.488334	2012-04-10 18:38:04	4	2012
668453	51.488688	-0.099715	2012-04-10 18:40:09	4	2012
1459070	51.552231	-0.296237	2012-04-10 18:40:34	4	2012
46371	51.525887	-0.08817	2012-04-10 18:48:24	4	2012
498188	51.512243	-0.13855499999999998	2012-04-10 18:50:44	4	2012
965480	51.469729	-0.06969500000000001	2012-04-10 18:54:27	4	2012
1190964	51.515286	-0.132209	2012-04-10 19:06:28	4	2012
708981	51.514746	-0.16106700000000002	2012-04-10 19:08:55	4	2012
539103	51.41591	-0.372162	2012-04-10 19:18:12	4	2012
110891	51.405712	-0.049841	2012-04-10 19:26:34	4	2012
193155	51.504896	-0.085874	2012-04-10 19:30:34	4	2012
17973	51.57132	0.011563	2012-04-10 22:09:49	4	2012
815756	51.505918	-0.136331	2012-04-10 22:31:01	4	2012
112320	51.506739	-0.142763	2012-04-10 22:37:19	4	2012
123802	51.50245200000001	0.004635	2012-04-10 22:51:39	4	2012
539103	51.502945	-0.113298	2012-04-10 23:06:24	4	2012
157477	51.520614	-0.071844	2012-04-10 23:06:47	4	2012
88562	51.488651	-0.227586	2012-04-10 23:25:13	4	2012
995166	51.517836	-0.081861	2012-04-10 23:31:21	4	2012
158121	51.510143	-0.121772	2012-04-10 23:32:48	4	2012
88562	51.493061	-0.22552	2012-04-10 23:53:19	4	2012
1190964	51.507988	-0.128049	2012-04-10 23:53:56	4	2012
102195	51.545104	-0.176852	2012-04-11 00:21:42	4	2012
17973	51.591779	0.027337	2012-04-11 00:22:20	4	2012
539103	51.450473	-0.329002	2012-04-11 00:32:16	4	2012
857331	51.512372	-0.120906	2012-04-11 00:52:48	4	2012
182392	51.511387	-0.07938300000000001	2012-04-11 00:54:28	4	2012
1459070	51.58289600000001	-0.336289	2012-04-11 00:58:15	4	2012
66946	51.536282	-0.061858	2012-04-11 01:01:15	4	2012
470726	51.57781	-0.147125	2012-04-11 01:02:16	4	2012
217705	51.57908	-0.33379000000000003	2012-04-11 01:05:46	4	2012
539103	51.435426	-0.428834	2012-04-11 01:21:20	4	2012
767005	51.439063	0.013031	2012-04-11 05:58:39	4	2012
172264	51.54811	-0.181403	2012-04-11 06:19:13	4	2012
187543	51.378516	-0.102342	2012-04-11 06:24:02	4	2012
111240	51.461828	0.02753	2012-04-11 06:24:39	4	2012
349426	51.376452	-0.095281	2012-04-11 06:41:24	4	2012
1100738	51.450695	-0.343412	2012-04-11 06:52:28	4	2012
2006	51.52558	-0.109799	2012-04-11 07:13:10	4	2012
23532	51.471707	-0.457907	2012-04-11 07:21:01	4	2012
2006	51.524045	-0.109536	2012-04-11 07:24:54	4	2012
513331	51.530779	0.005869	2012-04-11 07:28:29	4	2012
7565	51.479058	-0.409412	2012-04-11 07:32:00	4	2012
227647	51.582163	-0.149088	2012-04-11 07:35:10	4	2012
7565	51.48117	-0.428341	2012-04-11 07:36:52	4	2012
187543	51.521386	-0.092034	2012-04-11 07:37:05	4	2012
110891	51.408549	-0.040684	2012-04-11 07:38:54	4	2012
513331	51.536293	-0.02526	2012-04-11 07:39:48	4	2012
513331	51.52773	0.004764	2012-04-11 07:42:57	4	2012
146609	51.471906	-0.410214	2012-04-11 07:44:24	4	2012
7565	51.504535	-0.419905	2012-04-11 07:46:38	4	2012
465969	51.442845	-0.15143299999999998	2012-04-11 07:52:13	4	2012
7565	51.503135	-0.420822	2012-04-11 07:52:20	4	2012
447379	51.512464	-0.104256	2012-04-11 07:52:41	4	2012
1276864	51.582892	-0.01991	2012-04-11 08:08:06	4	2012
1306641	51.521474	-0.108883	2012-04-11 08:15:09	4	2012
193155	51.444245	-0.026565	2012-04-11 08:16:51	4	2012
702137	51.465349	-0.013887	2012-04-11 08:18:12	4	2012
513331	51.507354	-0.096946	2012-04-11 08:19:20	4	2012
138205	51.516084	-0.139719	2012-04-11 08:27:46	4	2012
668453	51.490151	-0.096941	2012-04-11 08:28:56	4	2012
163314	51.58822	-0.059969000000000015	2012-04-11 08:29:09	4	2012
394475	51.517836	-0.081861	2012-04-11 08:33:37	4	2012
137320	51.518377	-0.078846	2012-04-11 08:34:01	4	2012
7565	51.505989	-0.419098	2012-04-11 08:37:09	4	2012
498188	51.51548	-0.153693	2012-04-11 08:38:28	4	2012
144920	51.522249	-0.135665	2012-04-11 08:39:20	4	2012
767005	51.468498	0.190281	2012-04-11 08:40:45	4	2012
65423	51.58259	-0.316758	2012-04-11 08:43:14	4	2012
1140592	51.517836	-0.081861	2012-04-11 08:43:42	4	2012
311830	51.55376	-0.14411	2012-04-11 08:46:26	4	2012
740594	51.521474	-0.108883	2012-04-11 08:46:37	4	2012
1459070	51.58259	-0.316758	2012-04-11 08:47:24	4	2012
177982	51.424541	-0.358156	2012-04-11 08:50:27	4	2012
17317	51.512669	-0.133327	2012-04-11 08:51:34	4	2012
668453	51.496547	-0.141227	2012-04-11 08:52:04	4	2012
155766	51.506385	-0.131232	2012-04-11 08:59:37	4	2012
474403	51.502076	0.047549	2012-04-11 09:02:56	4	2012
110346	51.507117	-0.126336	2012-04-11 09:03:52	4	2012
480228	51.531767	-0.124197	2012-04-11 09:04:12	4	2012
110346	51.507006	-0.125721	2012-04-11 09:05:14	4	2012
63763	51.434508	-0.21462	2012-04-11 09:06:55	4	2012
171142	51.518475	-0.13472	2012-04-11 09:07:13	4	2012
163314	51.524854	-0.157848	2012-04-11 09:08:55	4	2012
22993	51.54332700000001	-0.154645	2012-04-11 09:11:14	4	2012
3275	51.489605	-0.119673	2012-04-11 09:13:36	4	2012
66946	51.510555	-0.0046700000000000005	2012-04-11 09:21:30	4	2012
166874	51.447526	-0.4107020000000001	2012-04-11 09:23:36	4	2012
166874	51.446303	-0.41055	2012-04-11 09:29:08	4	2012
97336	51.486348	-0.22480300000000006	2012-04-11 09:38:35	4	2012
480228	51.508529	-0.121429	2012-04-11 09:41:39	4	2012
40025	51.502304	-0.188126	2012-04-11 09:51:39	4	2012
216958	51.521729	-0.108192	2012-04-11 10:01:20	4	2012
267148	51.41576	0.121659	2012-04-11 10:01:33	4	2012
850350	51.684214	-0.103185	2012-04-11 10:03:36	4	2012
166874	51.446013	-0.411231	2012-04-11 10:03:42	4	2012
446411	51.58259	-0.316758	2012-04-11 10:07:14	4	2012
1562842	51.528557	-0.132909	2012-04-11 10:07:39	4	2012
480228	51.514298	-0.107557	2012-04-11 10:08:07	4	2012
308897	51.51336	-0.13052	2012-04-11 10:10:54	4	2012
48917	51.530773	-0.123382	2012-04-11 10:14:15	4	2012
850350	51.684238	-0.105933	2012-04-11 10:14:15	4	2012
109953	51.528557	-0.132909	2012-04-11 10:17:19	4	2012
192371	51.444302	-0.341832	2012-04-11 10:19:04	4	2012
1100738	51.5312	-0.126343	2012-04-11 10:20:49	4	2012
339968	51.518095	-0.134331	2012-04-11 10:21:02	4	2012
339968	51.518302	-0.13409	2012-04-11 10:26:06	4	2012
1562842	51.523495	-0.124691	2012-04-11 10:28:59	4	2012
166874	51.447943	-0.409575	2012-04-11 10:42:31	4	2012
1621856	51.519142	-0.102924	2012-04-11 10:43:24	4	2012
480228	51.512581	-0.11143	2012-04-11 10:44:11	4	2012
1802852	51.319184	-0.064544	2012-04-11 10:45:04	4	2012
7565	51.50491	-0.419451	2012-04-11 10:48:55	4	2012
391289	51.536065	-0.237154	2012-04-11 11:00:57	4	2012
184524	51.642234	-0.09817	2012-04-11 11:07:59	4	2012
166874	51.503133	-0.11276	2012-04-11 11:23:24	4	2012
109953	51.529211	-0.127437	2012-04-11 11:25:37	4	2012
815756	51.478368	-0.011424	2012-04-11 11:39:33	4	2012
119853	51.506113	-0.117359	2012-04-11 11:39:34	4	2012
11859	51.503133	-0.11276	2012-04-11 11:42:54	4	2012
4562	51.521919	-0.11982	2012-04-11 11:48:00	4	2012
123802	51.50129	0.005064	2012-04-11 11:52:20	4	2012
480228	51.500034	-0.124412	2012-04-11 11:53:03	4	2012
147446	51.477348	-0.091774	2012-04-11 12:06:39	4	2012
668453	51.496807	-0.141132	2012-04-11 12:07:23	4	2012
161174	51.503133	-0.11276	2012-04-11 12:08:01	4	2012
994815	51.519251	-0.179937	2012-04-11 12:12:22	4	2012
1106231	51.522974	-0.089811	2012-04-11 12:14:45	4	2012
112320	51.402271	-0.194739	2012-04-11 12:16:39	4	2012
483490	51.528557	-0.132909	2012-04-11 12:17:59	4	2012
109953	51.502084	-0.10952	2012-04-11 14:15:06	4	2012
161174	51.505697	-0.026951	2012-04-11 14:15:28	4	2012
995166	51.498314	-0.141454	2012-04-11 14:16:28	4	2012
17317	51.511518	-0.132922	2012-04-11 14:19:45	4	2012
391289	51.512659	-0.13885	2012-04-11 14:24:17	4	2012
480228	51.520707	-0.134615	2012-04-11 14:32:04	4	2012
261207	51.56090800000001	0.100205	2012-04-11 14:35:09	4	2012
163130	51.51750300000001	-0.15574000000000002	2012-04-11 14:38:05	4	2012
154867	51.520277	-0.078216	2012-04-11 14:44:43	4	2012
168051	51.533942	-0.171739	2012-04-11 14:45:01	4	2012
112320	51.513835	-0.132798	2012-04-11 14:46:53	4	2012
1544679	51.508075	-0.124583	2012-04-11 14:48:21	4	2012
391289	51.514508	-0.134639	2012-04-11 14:51:19	4	2012
161174	51.530773	-0.123382	2012-04-11 14:55:20	4	2012
166874	51.515894	-0.124412	2012-04-11 15:01:49	4	2012
201080	51.654414	-0.154602	2012-04-11 15:08:34	4	2012
539103	51.435426	-0.428834	2012-04-11 15:08:35	4	2012
170872	51.509646	-0.130045	2012-04-11 15:11:24	4	2012
1544679	51.49247	-0.223358	2012-04-11 15:28:44	4	2012
345671	51.522523	-0.102099	2012-04-11 15:36:32	4	2012
1544679	51.488651	-0.227586	2012-04-11 15:40:03	4	2012
128081	51.50428	-0.134164	2012-04-11 15:46:33	4	2012
90456	51.493595	-0.146298	2012-04-11 15:51:51	4	2012
1459070	51.58289600000001	-0.336289	2012-04-11 15:57:43	4	2012
815756	51.478368	-0.011424	2012-04-11 16:01:02	4	2012
192371	51.445261	-0.337143	2012-04-11 16:02:01	4	2012
394475	51.513554	-0.08294800000000001	2012-04-11 16:06:04	4	2012
128081	51.509277	-0.127593	2012-04-11 16:06:08	4	2012
192371	51.445976	-0.339047	2012-04-11 16:10:17	4	2012
207713	51.428094	-0.33159	2012-04-11 16:10:38	4	2012
17973	51.515967	-0.136213	2012-04-11 16:14:25	4	2012
127189	51.502412	-0.113211	2012-04-11 16:17:50	4	2012
17973	51.516685	-0.137876	2012-04-11 16:20:32	4	2012
267148	51.435402	0.102159	2012-04-11 16:20:50	4	2012
158121	51.489244	0.064445	2012-04-11 16:27:41	4	2012
17973	51.515286	-0.141599	2012-04-11 16:29:50	4	2012
1509041	51.498992	-0.198548	2012-04-11 16:29:55	4	2012
111240	51.444792	-0.020461	2012-04-11 16:33:18	4	2012
169165	51.50921	-0.130448	2012-04-11 16:36:18	4	2012
112320	51.511588	-0.128449	2012-04-11 16:40:50	4	2012
128081	51.51132	-0.127308	2012-04-11 16:48:16	4	2012
151360	51.500839	-0.098298	2012-04-11 16:53:36	4	2012
1113614	51.464248	-0.17011600000000002	2012-04-11 17:03:45	4	2012
391289	51.532188	-0.237739	2012-04-11 17:04:53	4	2012
480228	51.531767	-0.124197	2012-04-11 17:09:49	4	2012
394475	51.514244	-0.07566	2012-04-11 17:19:51	4	2012
112320	51.402271	-0.194739	2012-04-11 17:22:35	4	2012
394475	51.52577	-0.135934	2012-04-11 17:37:47	4	2012
166874	51.503133	-0.11276	2012-04-11 17:37:55	4	2012
668453	51.496964	-0.14015	2012-04-11 17:38:37	4	2012
7565	51.505671	-0.419283	2012-04-11 17:40:27	4	2012
66946	51.506787	-0.070403	2012-04-11 17:40:39	4	2012
825501	51.514955	-0.133388	2012-04-11 17:47:27	4	2012
7565	51.50308	-0.420758	2012-04-11 17:47:37	4	2012
7565	51.505044	-0.419582	2012-04-11 17:49:20	4	2012
76843	51.543026	-0.005665	2012-04-11 17:49:27	4	2012
48489	51.552104	0.282285	2012-04-11 17:50:28	4	2012
7565	51.50308	-0.420758	2012-04-11 17:52:35	4	2012
7565	51.48952	-0.43503	2012-04-11 17:53:37	4	2012
193155	51.520307	-0.105153	2012-04-11 17:55:27	4	2012
1509041	51.502288	-0.159022	2012-04-11 17:56:02	4	2012
7565	51.489923	-0.4349770000000001	2012-04-11 17:56:10	4	2012
7565	51.483776	-0.434153	2012-04-11 17:57:02	4	2012
7565	51.480828	-0.434319	2012-04-11 17:59:01	4	2012
7565	51.48117	-0.428341	2012-04-11 18:00:37	4	2012
157746	51.506579	-0.11467	2012-04-11 18:09:13	4	2012
7970	51.504949	-0.02105	2012-04-11 18:11:49	4	2012
668453	51.488688	-0.099715	2012-04-11 18:14:14	4	2012
267148	51.446667	0.099565	2012-04-11 18:14:17	4	2012
1012469	51.445398	-0.206627	2012-04-11 18:23:30	4	2012
7565	51.479481	-0.408987	2012-04-11 18:23:31	4	2012
1276864	51.543026	-0.005665	2012-04-11 18:24:17	4	2012
102668	51.52225900000001	-0.109862	2012-04-11 18:25:31	4	2012
1144370	51.536501	-0.258024	2012-04-11 18:27:18	4	2012
1144370	51.534467	-0.260725	2012-04-11 18:27:44	4	2012
1144370	51.562695	-0.304061	2012-04-11 18:38:35	4	2012
12888	51.507398	-0.114918	2012-04-11 18:45:10	4	2012
102195	51.555141	-0.197582	2012-04-11 18:46:59	4	2012
815756	51.517397	-0.174171	2012-04-11 18:47:48	4	2012
513331	51.50938	-0.002213	2012-04-11 18:48:56	4	2012
17973	51.58299	-0.020299	2012-04-11 18:49:15	4	2012
1012469	51.502713	-0.092216	2012-04-11 19:05:08	4	2012
1003547	51.498642	-0.214378	2012-04-11 19:06:48	4	2012
1140592	51.509277	-0.232215	2012-04-11 19:07:31	4	2012
86614	51.523538	-0.076776	2012-04-11 19:08:11	4	2012
155201	51.572304	-0.359839	2012-04-11 19:10:14	4	2012
168653	51.51561	-0.07596699999999999	2012-04-11 19:10:55	4	2012
192371	51.445261	-0.337143	2012-04-11 19:11:11	4	2012
1113692	51.516514	-0.177069	2012-04-11 19:11:44	4	2012
484938	51.526672	-0.08094	2012-04-11 19:13:42	4	2012
19642	51.519357	-0.179214	2012-04-11 19:17:30	4	2012
1190964	51.513523	-0.158401	2012-04-11 19:33:23	4	2012
1496595	51.515981	-0.11942	2012-04-11 19:35:27	4	2012
4562	51.523773	-0.070744	2012-04-11 19:39:01	4	2012
76843	51.543826	-0.008643999999999999	2012-04-11 19:39:22	4	2012
177982	51.447168	-0.358142	2012-04-11 19:40:00	4	2012
8192	51.514635	-0.15586	2012-04-11 19:55:00	4	2012
154867	51.524833	-0.08144900000000001	2012-04-11 19:55:25	4	2012
857331	51.523116	-0.077811	2012-04-11 19:59:41	4	2012
172264	51.557747	-0.179249	2012-04-11 20:01:47	4	2012
498188	51.51453	-0.15787	2012-04-11 20:03:34	4	2012
447379	51.506419	-0.231614	2012-04-11 20:04:13	4	2012
17973	51.570836	0.014244	2012-04-11 20:15:01	4	2012
474403	51.537762	-0.044748	2012-04-11 20:21:23	4	2012
65470	51.542694	-0.0072099999999999985	2012-04-11 20:22:57	4	2012
883	51.55941	-0.08553	2012-04-11 20:23:21	4	2012
857331	51.524306	-0.075498	2012-04-11 20:24:40	4	2012
76843	51.542694	-0.0072099999999999985	2012-04-11 20:25:02	4	2012
181775	51.359522	-0.190842	2012-04-11 20:26:42	4	2012
1190964	51.513951	-0.152221	2012-04-11 20:28:18	4	2012
109953	51.5154	-0.126708	2012-04-11 20:37:09	4	2012
1276864	51.543426	-0.006609	2012-04-11 20:51:32	4	2012
107886	51.508244	-0.149626	2012-04-11 21:00:54	4	2012
761346	51.526226	-0.07989500000000001	2012-04-11 21:01:09	4	2012
702137	51.467226	0.00838	2012-04-11 21:02:34	4	2012
1123532	51.471707	-0.457907	2012-04-11 21:05:16	4	2012
102668	51.492366	-0.166211	2012-04-11 21:05:57	4	2012
144920	51.537519	-0.103238	2012-04-11 21:44:27	4	2012
110891	51.508075	-0.124583	2012-04-11 21:46:46	4	2012
151360	51.498044	-0.090546	2012-04-11 21:56:49	4	2012
110891	51.408549	-0.040684	2012-04-11 22:52:34	4	2012
1190964	51.427263	-0.054427	2012-04-11 23:01:30	4	2012
155201	51.572304	-0.359839	2012-04-11 23:11:18	4	2012
881	51.507647	-0.022402	2012-04-11 23:13:05	4	2012
7081	51.495359	-0.14456	2012-04-11 23:14:06	4	2012
109953	51.530773	-0.123382	2012-04-11 23:18:33	4	2012
1190964	51.434081	-0.063168	2012-04-11 23:36:21	4	2012
88562	51.512355	-0.304517	2012-04-11 23:42:29	4	2012
7081	51.360333	-0.1498	2012-04-12 00:10:17	4	2012
767005	51.439063	0.013031	2012-04-12 05:02:31	4	2012
155766	51.530746	-0.12578499999999998	2012-04-12 05:52:43	4	2012
767005	51.373159	0.089228	2012-04-12 06:40:32	4	2012
267148	51.41576	0.121659	2012-04-12 06:42:25	4	2012
513331	51.530779	0.005869	2012-04-12 06:57:24	4	2012
187543	51.378516	-0.102342	2012-04-12 06:58:53	4	2012
2006	51.52558	-0.109799	2012-04-12 07:04:42	4	2012
2006	51.524045	-0.109536	2012-04-12 07:12:11	4	2012
349426	51.376452	-0.095281	2012-04-12 07:15:31	4	2012
1419088	51.546615	-0.006351	2012-04-12 07:17:35	4	2012
1419088	51.548525	-0.013938999999999998	2012-04-12 07:18:20	4	2012
91268	51.523604	-0.259708	2012-04-12 07:26:55	4	2012
7565	51.479058	-0.409412	2012-04-12 07:32:19	4	2012
161174	51.530773	-0.123382	2012-04-12 07:35:01	4	2012
965480	51.526851	-0.132008	2012-04-12 07:36:40	4	2012
146609	51.471906	-0.410214	2012-04-12 07:38:39	4	2012
7565	51.48952	-0.43503	2012-04-12 07:40:30	4	2012
7565	51.489923	-0.4349770000000001	2012-04-12 07:41:01	4	2012
513331	51.536293	-0.02526	2012-04-12 07:42:14	4	2012
7565	51.501303	-0.424132	2012-04-12 07:42:43	4	2012
88562	51.508609	-0.262862	2012-04-12 07:43:17	4	2012
7565	51.50308	-0.420758	2012-04-12 07:43:50	4	2012
