uid	lat	lng	datetime
19	40.726511	-73.981719	2012-06-03 11:38:52
19	40.713306	-73.944085	2012-06-03 20:40:39
19	40.72309600000001	-73.995774	2012-06-05 09:36:27
19	40.750132	-73.984567	2012-06-06 09:40:43
19	40.724169	-73.997211	2012-06-06 23:20:26
19	40.724169	-73.997211	2012-06-07 09:03:38
19	40.761732	-73.967986	2012-06-07 18:09:45
19	40.722925	-73.99538000000003	2012-06-07 20:31:54
19	40.724169	-73.997211	2012-06-08 17:35:57
19	40.729733	-74.006231	2012-06-11 21:00:01
19	40.573347999999996	-73.980303	2012-06-12 07:18:56
19	40.724622	-73.995861	2012-06-12 19:33:22
19	40.726364000000004	-73.984251	2012-06-12 20:41:12
19	40.723356	-73.985538	2012-06-13 09:16:23
19	40.720384	-73.98956	2012-06-13 21:47:33
19	40.725541	-73.977714	2012-06-16 19:38:05
19	40.727691	-73.97937900000002	2012-06-17 20:57:05
19	40.741408	-73.988438	2012-06-20 22:20:57
19	40.725325	-73.984125	2012-07-05 22:22:05
19	40.722875	-73.99683399999998	2012-07-06 11:33:29
19	40.762245	-73.979287	2012-07-06 15:34:20
19	40.72796500000001	-73.979511	2012-07-06 19:06:14
19	40.728553999999995	-74.001924	2012-07-07 19:17:08
54	40.724169	-73.997211	2012-04-25 16:19:38
54	40.769519	-73.992584	2012-04-25 21:39:01
54	40.728491	-73.991086	2012-04-26 10:08:47
54	40.724702	-73.992343	2012-06-13 14:14:02
78	40.760304999999995	-73.99120699999997	2012-04-10 12:14:48
78	40.739307000000004	-73.989401	2012-04-10 14:28:56
78	40.720364000000004	-73.987083	2012-04-11 20:59:03
78	40.759621	-73.981227	2012-04-12 17:46:26
78	40.724635	-73.998402	2012-04-13 18:01:33
78	40.714715999999996	-73.999524	2012-04-13 23:50:33
78	40.773839	-73.87122	2012-04-14 13:10:51
78	40.753662	-73.978844	2012-04-27 09:02:02
78	40.717918	-73.99038	2012-04-27 19:24:00
78	40.722011	-74.00430300000002	2012-04-28 12:31:06
78	40.716256	-73.991185	2012-04-28 15:30:19
78	40.777097	-73.961442	2012-04-28 18:51:00
78	40.770115999999994	-73.951458	2012-04-29 11:24:13
78	40.739684999999994	-74.00601999999998	2012-05-10 20:38:21
78	40.783946	-73.977886	2012-05-13 13:52:01
78	40.737977	-73.99069	2012-05-14 09:49:23
78	40.759702000000004	-73.981502	2012-05-14 16:12:02
78	40.7369	-73.995471	2012-05-14 16:45:38
78	40.738782	-73.99296600000002	2012-05-14 18:41:17
78	40.737216	-73.98934799999998	2012-05-14 21:36:34
78	40.743879	-73.981571	2012-05-15 10:15:09
78	40.745321999999994	-74.005859	2012-06-26 18:46:09
78	40.744284	-74.006483	2012-06-26 21:07:24
78	40.770115999999994	-73.951458	2012-06-27 08:58:00
78	40.730083	-74.00060699999997	2012-06-27 12:45:16
581	40.645089	-73.784523	2012-06-13 12:57:08
581	40.756731	-73.97407	2012-06-13 18:08:31
581	40.731763	-73.977921	2012-06-13 19:16:01
581	40.75632	-73.986076	2012-06-15 08:27:17
581	40.645089	-73.784523	2012-06-16 15:43:15
832	40.745311	-73.95656899999999	2012-04-12 09:17:09
832	40.745311	-73.95656899999999	2012-04-15 11:40:45
832	40.745354	-73.95590899999998	2012-04-15 11:41:10
832	40.744851000000004	-73.958287	2012-04-15 11:42:15
832	40.756098	-73.972262	2012-04-17 16:02:41
832	40.743481	-73.95381400000002	2012-04-18 21:43:30
832	40.725406	-73.984561	2012-04-19 19:41:46
832	40.725471999999996	-73.983783	2012-04-19 20:16:34
832	40.748642	-73.98428	2012-04-23 13:09:41
832	40.748642	-73.98428	2012-04-23 16:11:25
832	40.74702	-73.952744	2012-04-24 19:12:30
832	40.745354	-73.95590899999998	2012-04-26 09:21:06
832	40.737603	-73.99730699999998	2012-04-29 15:03:33
832	40.745311	-73.95656899999999	2012-05-01 19:31:09
832	40.750795000000004	-73.993576	2012-05-03 17:33:58
832	40.71829	-73.735771	2012-05-04 09:26:35
832	40.760304999999995	-73.99120699999997	2012-05-04 18:59:42
832	40.758132	-73.98777	2012-05-04 19:39:43
832	40.745311	-73.95656899999999	2012-05-05 09:49:55
832	40.745354	-73.95590899999998	2012-05-05 09:50:11
832	40.75922	-73.9888	2012-05-05 15:23:24
832	40.777266	-73.924498	2012-05-06 13:09:58
832	40.758108	-73.974638	2012-05-09 10:16:12
832	40.761561	-73.96841500000002	2012-05-10 12:27:25
832	40.745354	-73.95590899999998	2012-05-12 08:34:01
832	40.745311	-73.95656899999999	2012-05-12 08:34:28
832	40.744851000000004	-73.958287	2012-05-12 08:34:48
832	40.771377	-73.968823	2012-05-12 10:48:57
832	40.772403999999995	-73.970058	2012-05-12 10:49:26
832	40.744486	-73.95353	2012-05-18 21:57:41
832	40.74557	-73.953246	2012-05-19 17:23:05
832	40.745384	-73.953186	2012-05-21 14:38:49
832	40.758055999999996	-73.973972	2012-05-23 13:17:16
832	40.747002	-73.952798	2012-05-27 22:54:51
832	40.765445	-73.931208	2012-05-28 01:33:16
1057	40.810990999999994	-73.943161	2012-06-09 11:26:02
1057	40.673961	-73.956983	2012-06-09 15:24:22
1057	40.687371999999996	-73.960065	2012-06-10 14:16:52
1057	40.69321400000001	-73.971585	2012-06-10 15:44:38
1057	40.691182	-73.97480999999998	2012-06-10 16:17:18
1057	40.721683	-73.98467	2012-06-12 19:10:47
1057	40.718363000000004	-73.990817	2012-06-12 19:34:29
1057	40.707149	-73.99056999999998	2012-06-12 22:41:01
1057	40.720819	-73.96455300000002	2012-06-13 18:25:59
1057	40.672452	-73.970037	2012-06-17 10:10:14
1057	40.671735	-73.963796	2012-06-17 12:27:41
1057	40.689648999999996	-73.992413	2012-06-20 21:53:26
1057	40.751761	-73.980136	2012-06-26 19:26:59
1057	40.684358	-73.94439100000002	2012-06-30 22:22:30
1057	40.672084999999996	-73.95739	2012-06-30 23:54:49
1057	40.739385999999996	-73.990185	2012-07-03 12:01:00
1057	40.730836	-73.997641	2012-07-03 13:21:32
1057	40.718926	-74.00180300000002	2012-07-03 14:21:24
1057	40.663097	-73.960122	2012-07-04 12:43:28
1356	40.740520000000004	-73.978512	2012-05-07 08:31:31
1356	40.740520000000004	-73.978512	2012-05-16 08:44:27
1356	40.740520000000004	-73.978512	2012-05-17 08:48:01
1356	40.7457	-73.97912600000002	2012-05-23 16:04:06
1356	40.734757	-73.98304300000002	2012-05-27 13:45:54
1356	40.729155	-73.987029	2012-05-27 16:40:02
1356	40.743879	-73.981571	2012-05-29 08:40:34
1356	40.740520000000004	-73.978512	2012-06-01 09:03:41
1356	40.74752700000001	-73.85217800000002	2012-06-03 09:33:08
1356	40.740520000000004	-73.978512	2012-06-06 08:32:55
1356	40.719339	-74.00487199999998	2012-06-07 19:02:59
1356	40.722884	-73.998756	2012-06-07 19:59:55
1356	40.742762	-73.976923	2012-06-09 16:32:41
1356	40.740520000000004	-73.978512	2012-06-11 08:31:39
1356	40.740520000000004	-73.978512	2012-06-13 08:39:05
1356	40.740520000000004	-73.978512	2012-06-15 08:34:13
1356	40.740520000000004	-73.978512	2012-06-27 10:21:54
1356	40.743879	-73.981571	2012-06-27 10:33:41
1356	40.746472	-73.98384899999998	2012-07-02 10:14:48
1356	40.730769	-73.99745	2012-07-02 12:40:38
1356	40.740520000000004	-73.978512	2012-07-03 08:55:22
1356	40.742762	-73.976923	2012-07-04 18:02:34
1356	40.740520000000004	-73.978512	2012-07-05 08:56:33
1356	40.740520000000004	-73.978512	2012-07-06 08:38:33
1424	40.677192	-73.998329	2012-04-14 20:01:29
1424	40.773839	-73.87122	2012-04-17 07:35:57
1424	40.675518	-73.978317	2012-04-21 15:02:40
1424	40.67095	-73.984865	2012-04-21 20:11:38
1424	40.67361500000001	-73.99171	2012-04-22 12:12:57
1424	40.731698	-73.989227	2012-04-27 21:21:20
1424	40.726289	-74.00208	2012-05-14 19:32:44
1424	40.756731	-73.97407	2012-05-18 20:07:34
1424	40.76162100000001	-73.97419000000002	2012-05-18 22:16:15
1424	40.761763	-73.975275	2012-05-18 22:44:12
1424	40.722708000000004	-74.005054	2012-05-25 14:18:02
1424	40.721961	-73.95810999999998	2012-05-25 21:29:17
1424	40.739768	-73.98518100000003	2012-06-03 17:05:55
1424	40.645089	-73.784523	2012-06-12 21:23:26
1424	40.736523	-73.991023	2012-06-13 09:05:26
1424	40.773839	-73.87122	2012-06-17 18:37:42
1668	40.747990000000016	-73.9823225	2012-04-11 16:27:08
1668	40.735671999999994	-73.99251	2012-04-14 14:58:40
1668	40.721340999999995	-73.98888000000002	2012-04-15 11:46:38
1668	40.718703999999995	-73.98999599999998	2012-04-15 14:16:52
1668	40.724169	-73.997211	2012-04-17 17:21:14
1668	40.645089	-73.784523	2012-04-29 17:13:00
1668	40.729729999999996	-73.997555	2012-05-10 19:03:59
1668	40.724169	-73.997211	2012-05-12 13:13:47
1668	40.726859999999995	-73.999802	2012-05-13 19:09:58
1668	40.723527000000004	-73.989379	2012-05-13 23:28:24
1668	40.769846	-73.997152	2012-05-19 14:25:35
1668	40.72076	-73.988561	2012-05-19 18:02:22
1668	40.721340999999995	-73.98888000000002	2012-05-30 00:07:13
1668	40.767769	-73.980861	2012-06-04 20:49:29
1668	40.724169	-73.997211	2012-06-06 23:59:50
1668	40.723566	-73.998122	2012-06-07 10:21:25
1668	40.724169	-73.997211	2012-06-07 13:40:28
1668	40.724169	-73.997211	2012-06-08 18:27:30
1668	40.722343	-73.987838	2012-06-08 22:33:12
1668	40.741811	-73.988263	2012-06-09 12:24:53
1668	40.645089	-73.784523	2012-06-11 06:01:29
1668	40.724284999999995	-74.001964	2012-06-20 17:41:35
1668	40.726216	-73.983333	2012-07-08 11:39:57
1668	40.724169	-73.997211	2012-07-09 14:31:00
1785	40.702548	-73.991702	2012-04-13 09:08:31
1785	40.703058	-73.988242	2012-04-18 14:14:56
1785	40.703996999999994	-73.98659	2012-04-25 18:47:02
1785	40.742805	-74.007654	2012-04-27 20:24:00
1785	40.702635	-73.99300600000002	2012-05-08 18:54:42
1785	40.702495	-73.988499	2012-05-16 09:29:30
1785	40.685689	-73.99199300000002	2012-05-16 11:55:53
1785	40.702495	-73.988499	2012-05-17 09:12:29
1785	40.702479	-73.989611	2012-05-17 14:32:26
1785	40.645578	-73.776433	2012-05-21 17:43:28
1785	40.690690000000004	-73.99591600000002	2012-05-25 19:20:09
1785	40.702495	-73.988499	2012-05-27 10:51:59
1785	40.71520200000001	-74.01554399999998	2012-06-02 19:22:32
1785	40.70412	-73.986662	2012-06-03 09:45:06
1785	40.702495	-73.988499	2012-06-03 10:07:50
1785	40.703345	-73.990538	2012-06-03 17:09:52
1785	40.702495	-73.988499	2012-06-04 07:40:01
1785	40.736507	-73.988804	2012-06-04 20:21:16
1785	40.702495	-73.988499	2012-06-05 08:32:15
1785	40.702479	-73.989611	2012-06-06 11:04:48
1785	40.702495	-73.988499	2012-06-06 14:10:37
1785	40.74568	-74.006996	2012-06-06 14:52:25
1785	40.736507	-73.988804	2012-06-07 01:33:40
1785	40.702479	-73.989611	2012-06-07 11:51:23
1785	40.702040999999994	-73.98679399999997	2012-06-07 12:20:26
1785	40.744583	-74.00749300000003	2012-06-07 13:47:36
1785	40.741246999999994	-74.00327	2012-06-07 13:58:16
1785	40.685734000000004	-73.99211899999997	2012-06-07 18:01:45
1785	40.736507	-73.988804	2012-06-07 18:52:14
1785	40.73695	-73.990474	2012-06-08 07:27:08
1785	40.737099	-73.990398	2012-06-08 07:30:39
1785	40.74568	-74.006996	2012-06-08 13:02:50
1785	40.704063	-73.990315	2012-07-03 13:17:16
1877	40.645089	-73.784523	2012-04-28 21:47:17
1877	40.755784999999996	-73.991603	2012-04-28 22:45:26
1877	40.756534	-73.994214	2012-04-29 11:48:37
1877	40.756534	-73.994214	2012-05-01 17:44:55
1877	40.75909	-73.985925	2012-05-01 18:59:38
2105	40.727323999999996	-74.005902	2012-04-11 15:20:03
2105	40.740153	-74.007554	2012-04-13 15:14:42
2105	40.717371	-73.962776	2012-04-14 13:52:45
2105	40.714495	-73.96649000000002	2012-04-14 20:20:00
2105	40.703983	-73.990478	2012-04-15 11:36:25
2105	40.725224	-74.007533	2012-04-16 11:41:14
2105	40.713706	-74.014201	2012-04-17 10:20:12
2105	40.712884	-73.945791	2012-04-17 18:30:17
2105	40.723734	-74.006139	2012-04-18 12:28:43
2105	40.640726	-73.789372	2012-04-20 00:07:08
2105	40.716582	-73.95902	2012-04-21 14:43:54
2105	40.72760200000001	-73.983385	2012-04-21 21:07:47
2105	40.725224	-74.007533	2012-04-24 07:42:26
2105	40.773839	-73.87122	2012-04-25 21:55:23
2105	40.678515000000004	-73.968427	2012-05-06 13:54:19
2105	40.719929	-74.00853199999997	2012-05-09 07:59:30
2105	40.753271999999996	-73.972095	2012-05-13 18:52:54
2105	40.723734	-74.006139	2012-05-14 08:08:57
2105	40.725285	-74.00731	2012-05-18 07:15:26
2105	40.713631	-74.014871	2012-05-18 09:12:18
2105	40.721579999999996	-73.957637	2012-05-21 20:18:32
2105	40.725224	-74.007533	2012-06-20 19:17:43
2105	40.725285	-74.00731	2012-06-20 19:18:09
2105	40.725224	-74.007533	2012-07-02 08:26:13
2105	40.710444	-73.965014	2012-07-04 10:18:09
2105	40.678515000000004	-73.968427	2012-07-04 19:30:35
2105	40.722237	-73.961087	2012-07-07 10:39:54
2105	40.687371	-73.987245	2012-07-07 14:34:31
2105	40.713706	-74.014201	2012-07-09 11:35:26
2177	40.730887	-74.001079	2012-06-04 20:50:08
2177	40.757806	-74.002597	2012-06-05 08:47:39
2177	40.751515999999995	-73.993521	2012-06-06 19:19:39
2177	40.764461	-73.983109	2012-06-06 21:00:56
2177	40.762569	-73.982277	2012-06-06 22:37:45
2177	40.773839	-73.87122	2012-06-07 12:44:43
2698	40.773839	-73.87122	2012-04-10 11:08:26
2698	40.773839	-73.87122	2012-04-15 10:26:09
2698	40.766995	-73.921702	2012-04-15 12:05:48
2698	40.758189	-73.919566	2012-04-16 13:29:03
2698	40.762821	-73.975858	2012-04-18 16:59:05
2698	40.761552	-73.96831800000002	2012-04-18 17:59:45
2698	40.883084999999994	-73.840742	2012-04-19 08:08:07
2698	40.729535	-73.993478	2012-04-21 15:23:30
2698	40.733787	-73.99303499999998	2012-04-21 15:53:45
2698	40.736527	-73.99056	2012-04-21 16:33:45
2698	40.764511999999996	-73.916363	2012-04-22 15:52:42
2698	40.592943	-73.978386	2012-04-23 10:58:09
2698	40.766083	-73.91946899999998	2012-04-23 22:35:13
2698	40.741347	-74.005015	2012-04-25 15:43:59
2698	40.762524	-73.977117	2012-04-27 13:20:30
2698	40.775787	-73.91176999999998	2012-04-28 16:17:05
2698	40.766898	-73.92091500000002	2012-05-02 06:36:07
2698	40.752297999999996	-73.98973199999998	2012-05-03 13:20:47
2698	40.753778999999994	-73.991974	2012-05-04 16:11:31
2698	40.745923	-73.980172	2012-05-10 13:02:16
2698	40.752806	-73.977175	2012-05-11 15:28:25
2698	40.742906	-73.982001	2012-05-11 17:12:32
2698	40.742477	-74.006846	2012-05-12 17:23:18
2698	40.742447	-73.98389499999998	2012-05-14 21:06:46
2698	40.742334	-73.983855	2012-05-14 22:12:05
2698	40.717353	-73.960392	2012-05-15 11:12:31
2698	40.645089	-73.784523	2012-05-18 19:21:08
2900	40.745884000000004	-73.988116	2012-04-11 22:08:17
2900	40.731198	-74.001573	2012-04-13 22:03:41
2900	40.731198	-74.001573	2012-04-13 22:04:09
2900	40.742624	-73.953588	2012-04-17 18:21:31
2900	40.749902	-73.982187	2012-04-18 12:40:49
2900	40.734209	-73.955026	2012-04-21 09:51:40
2900	40.731198	-74.001573	2012-04-22 15:27:10
2900	40.734874	-73.986099	2012-04-22 19:50:52
2900	40.731795	-73.98567299999998	2012-04-22 21:08:39
2900	40.757649	-73.989193	2012-05-04 13:32:52
2900	40.757649	-73.989193	2012-05-05 11:17:28
2900	40.734167	-73.990487	2012-05-06 15:39:58
2900	40.749085	-73.98225699999998	2012-05-21 16:47:58
3171	40.734311	-73.99099100000002	2012-04-10 19:11:51
3171	40.735991	-73.98727	2012-04-12 19:11:28
3171	40.729296999999995	-73.99183199999997	2012-04-14 21:18:16
3171	40.826541	-73.95416999999998	2012-04-21 11:35:02
3171	40.757579	-73.986151	2012-04-25 18:50:06
3171	40.722875	-73.99683399999998	2012-05-08 10:16:33
3171	40.722875	-73.99683399999998	2012-05-09 10:54:31
3171	40.722875	-73.99683399999998	2012-05-11 14:45:12
3171	40.795063	-73.94507800000002	2012-05-12 09:57:59
3171	40.742656	-73.98901500000002	2012-05-14 12:24:26
3171	40.750795000000004	-73.993576	2012-05-15 10:13:44
3171	40.75197100000001	-73.980131	2012-05-25 16:16:02
3171	40.801234	-73.965036	2012-05-28 19:22:12
3171	40.727323999999996	-74.005902	2012-06-04 18:31:12
3171	40.741198	-74.002392	2012-06-07 09:25:21
3171	40.79685300000001	-73.958931	2012-06-09 15:59:46
3171	40.75137	-73.983804	2012-06-10 12:40:33
3171	40.734311	-73.99099100000002	2012-06-12 19:12:38
3171	40.736982	-73.99034499999998	2012-06-13 15:04:09
3171	40.804593	-73.94358000000003	2012-06-17 12:23:00
3171	40.802671000000004	-73.956418	2012-06-20 19:35:19
3171	40.805271999999995	-73.947521	2012-06-21 07:40:53
3171	40.739385999999996	-73.990185	2012-06-27 10:22:55
3171	40.809391999999995	-73.95174300000002	2012-07-07 10:36:15
3514	40.770074	-73.984527	2012-04-11 17:53:09
3514	40.703920000000004	-73.986719	2012-04-12 09:28:45
3514	40.679930999999996	-73.997215	2012-04-13 08:20:09
3514	40.71974	-74.004308	2012-04-13 18:37:12
3514	40.711936	-73.957353	2012-04-14 18:55:18
3514	40.692217	-73.989238	2012-04-15 12:31:24
3514	40.736267	-73.989701	2012-04-20 09:33:29
3514	40.770175	-73.971814	2012-04-22 07:43:27
3514	40.737075	-73.992406	2012-04-24 17:46:49
3514	40.761573999999996	-73.980205	2012-05-10 18:30:21
3514	40.772655	-73.975499	2012-05-12 07:37:10
3514	40.703258	-73.995873	2012-05-12 18:49:11
3514	40.71622	-73.96228599999998	2012-05-12 21:20:42
3514	40.679930999999996	-73.997215	2012-05-16 06:52:50
3514	40.721665	-74.000102	2012-05-16 18:37:26
3514	40.591817	-73.97896	2012-05-19 06:21:47
3514	40.679930999999996	-73.997215	2012-05-25 07:02:06
3514	40.734478	-73.992108	2012-05-25 12:29:20
3514	40.645089	-73.784523	2012-06-02 20:47:30
3514	40.678515000000004	-73.968427	2012-06-03 20:52:26
3514	40.671827	-73.970012	2012-06-06 06:52:24
3514	40.739307000000004	-73.989401	2012-06-06 09:06:37
3514	40.701787	-73.986639	2012-06-07 11:57:09
3514	40.676575	-73.97743299999998	2012-06-08 11:46:29
3514	40.676303000000004	-73.980188	2012-06-08 13:36:44
3514	40.729733	-74.006231	2012-06-08 17:58:22
3514	40.73150800000001	-74.003186	2012-06-08 21:01:24
3514	40.703011	-73.994863	2012-06-10 09:24:21
3514	40.769565	-73.935338	2012-06-10 12:06:21
3514	40.70321	-73.98667900000002	2012-06-11 14:10:23
3514	40.736532000000004	-73.99082800000002	2012-06-12 12:27:29
3514	40.735282	-73.990403	2012-06-13 20:32:57
3514	40.702369	-73.987512	2012-06-26 12:03:09
3514	40.679930999999996	-73.997215	2012-06-27 06:57:52
3514	40.739307000000004	-73.989401	2012-06-27 12:55:48
3514	40.770074	-73.984527	2012-07-02 20:05:50
3514	40.73690300000001	-73.995804	2012-07-06 16:23:00
3514	40.778591999999996	-73.979015	2012-07-08 05:11:37
3514	40.772709000000006	-73.971462	2012-07-08 10:49:04
3566	40.752767999999996	-73.984938	2012-06-08 22:55:45
3566	40.720933	-73.98790100000002	2012-06-09 22:29:45
3566	40.719721	-73.988538	2012-06-10 00:55:50
3566	40.740337	-73.988682	2012-06-10 14:34:24
3566	40.72401	-73.992653	2012-06-10 18:33:33
3566	40.724096	-73.99383	2012-06-10 19:16:23
3566	40.727041	-73.983836	2012-06-10 21:24:27
3566	40.730664000000004	-73.998788	2012-06-11 14:12:55
3566	40.75515	-73.972933	2012-06-12 14:12:34
3566	40.778937	-73.962298	2012-06-12 15:52:25
3566	40.729744000000004	-74.000727	2012-06-13 14:28:07
3566	40.643262	-73.77955	2012-06-13 17:07:58
3687	40.726714	-73.864699	2012-04-10 09:41:01
3687	40.787162	-73.96537099999998	2012-04-10 20:51:04
3687	40.745746000000004	-73.986563	2012-04-11 15:21:04
3687	40.64705900000001	-73.776348	2012-04-11 16:37:07
3687	40.745746000000004	-73.986563	2012-04-16 11:06:17
3687	40.784473	-73.961205	2012-04-17 05:53:21
3687	40.745746000000004	-73.986563	2012-04-17 08:03:45
3687	40.745746000000004	-73.986563	2012-04-18 10:43:31
3687	40.645578	-73.776433	2012-04-18 16:18:57
3687	40.6458	-73.7735	2012-04-18 17:02:08
3687	40.728642	-73.994817	2012-04-22 08:35:43
3687	40.75037800000001	-73.993864	2012-04-22 14:28:11
3687	40.745746000000004	-73.986563	2012-04-25 08:50:44
3687	40.742038	-73.990214	2012-04-25 12:10:26
3687	40.76448	-73.983356	2012-04-25 18:01:34
3687	40.763077	-73.981418	2012-04-25 21:19:55
3687	40.74785	-73.98669	2012-04-26 08:06:10
3687	40.747745	-73.985302	2012-04-26 08:07:04
3687	40.745746000000004	-73.986563	2012-04-26 09:55:11
3687	40.745746000000004	-73.986563	2012-04-27 08:14:19
3687	40.74785	-73.98669	2012-04-27 08:15:09
3687	40.745007	-73.98698900000002	2012-04-27 08:48:11
3687	40.75037800000001	-73.993864	2012-04-27 14:21:37
3687	40.787162	-73.96537099999998	2012-05-08 06:32:20
3687	40.745746000000004	-73.986563	2012-05-08 09:34:37
3687	40.729345	-73.998756	2012-05-08 17:37:35
3687	40.745746000000004	-73.986563	2012-05-09 08:13:51
3687	40.75037800000001	-73.993864	2012-05-09 13:29:47
3687	40.8016	-73.91058699999998	2012-05-09 13:58:16
3687	40.787162	-73.96537099999998	2012-05-14 06:23:15
3687	40.745746000000004	-73.986563	2012-05-14 08:24:58
3687	40.752213	-73.977613	2012-05-14 14:33:11
3687	40.787162	-73.96537099999998	2012-05-14 21:26:03
3687	40.787162	-73.96537099999998	2012-05-15 06:20:29
3687	40.745746000000004	-73.986563	2012-05-15 08:31:02
3687	40.75037800000001	-73.993864	2012-05-15 16:21:39
3687	40.8016	-73.91058699999998	2012-05-15 17:01:52
3687	40.745746000000004	-73.986563	2012-06-04 17:39:56
3687	40.745007	-73.98698900000002	2012-06-05 07:47:44
3687	40.745746000000004	-73.986563	2012-06-05 08:15:09
3687	40.745746000000004	-73.986563	2012-06-06 09:20:33
3687	40.75037800000001	-73.993864	2012-06-06 13:26:58
3687	40.750361	-73.994553	2012-06-06 13:57:02
3687	40.67114	-73.97447199999998	2012-06-09 16:50:30
3687	40.74785	-73.98669	2012-06-10 00:01:07
3687	40.74785	-73.98669	2012-06-10 08:51:54
3687	40.745746000000004	-73.986563	2012-06-10 12:33:03
3687	40.745719	-73.987339	2012-06-10 13:44:29
3687	40.732876	-73.98819300000002	2012-06-10 15:42:58
3687	40.783054	-73.981841	2012-06-11 09:00:06
3687	40.75332	-73.971666	2012-06-11 21:47:37
3687	40.760819	-73.969323	2012-06-12 07:42:30
3687	40.75332	-73.971666	2012-06-13 07:14:47
3687	40.742038	-73.990214	2012-06-13 12:11:27
3687	40.745746000000004	-73.986563	2012-06-13 14:57:22
3687	40.75332	-73.971666	2012-06-13 23:07:51
3687	40.75332	-73.971666	2012-06-14 06:44:22
3687	40.75037800000001	-73.993864	2012-06-14 07:08:26
3687	40.659725	-73.803535	2012-06-17 18:47:37
3687	40.639196999999996	-73.785111	2012-06-17 22:08:44
3849	40.759955	-73.980165	2012-04-10 20:12:28
3849	40.773839	-73.87122	2012-04-26 09:10:05
3849	40.744341	-73.990426	2012-04-27 13:48:09
3849	40.722875	-73.99683399999998	2012-05-03 13:01:58
3849	40.738949	-73.989828	2012-05-03 18:10:12
3849	40.75922	-73.9888	2012-05-05 16:53:29
3849	40.705953	-73.99656800000002	2012-05-06 18:59:10
3849	40.734311	-73.99099100000002	2012-05-08 18:57:25
3849	40.727453999999994	-73.98476600000002	2012-05-13 17:09:28
3849	40.738949	-73.989828	2012-05-15 10:02:33
3849	40.74277	-73.988864	2012-05-16 12:40:52
3849	40.738949	-73.989828	2012-05-16 18:27:50
3849	40.738949	-73.989828	2012-05-22 09:59:15
3849	40.738949	-73.989828	2012-05-23 20:22:07
3849	40.738949	-73.989828	2012-05-25 15:56:23
3849	40.738949	-73.989828	2012-05-29 08:06:45
3849	40.738949	-73.989828	2012-06-05 08:09:28
3849	40.738949	-73.989828	2012-06-06 20:32:55
3849	40.72678300000001	-73.99162	2012-06-08 22:59:14
3849	40.726576	-73.991804	2012-06-09 18:48:24
3849	40.72678300000001	-73.99162	2012-06-09 20:07:16
3849	40.713588	-73.963764	2012-06-09 23:19:47
3849	40.707256	-73.953837	2012-06-10 02:19:20
3849	40.737384999999996	-73.99118399999998	2012-06-11 13:00:40
3849	40.739319	-73.99019	2012-06-11 13:57:18
3849	40.738949	-73.989828	2012-06-12 08:23:04
3849	40.737434	-73.991281	2012-06-12 12:22:43
